,0.09,0.092,0.094,0.096,0.098,0.09999999999999999,0.102,0.104,0.106,0.108,0.11
8,78.80666666666667,77.53999999999999,75.78333333333333,73.86,73.16666666666667,71.95,70.19999999999999,68.81666666666668,67.36333333333333,65.68,63.85999999999999
12,79.32333333333334,77.34,75.93666666666667,73.22999999999999,72.00999999999999,69.46666666666667,67.82000000000001,65.44,63.79333333333334,61.876666666666665,60.36666666666667
16,78.82666666666667,76.98333333333333,74.56333333333333,72.2,69.90666666666667,67.75666666666666,65.49666666666667,63.12,60.260000000000005,58.39666666666666,56.35666666666667
20,77.95,75.90333333333334,72.63333333333334,70.71,68.17999999999999,65.57,63.07666666666667,59.84,57.723333333333336,54.843333333333334,52.416666666666664
