,0.09,0.092,0.094,0.096,0.098,0.09999999999999999,0.102,0.104,0.106,0.108,0.11
8,80.27666666666666,79.25666666666666,77.22,75.89333333333333,74.38333333333334,72.99666666666667,71.34333333333333,69.76666666666667,68.61,67.11666666666667,65.67
12,81.88666666666666,80.41,78.35333333333332,76.7,74.49333333333334,73.01333333333334,70.99333333333333,69.26666666666667,67.11666666666667,64.66666666666666,63.38666666666667
16,83.78666666666666,81.88,79.58,77.53,75.28333333333333,72.83333333333334,70.31666666666668,67.46333333333332,65.89666666666668,62.866666666666674,60.523333333333326
20,85.58,83.06333333333333,80.91000000000001,78.11333333333333,75.53666666666666,72.13666666666667,69.81666666666668,66.92666666666666,63.836666666666666,61.29,58.86666666666667
